partida	titulo	ley	rubrica	texto
1	9	44	Ley .xLiiijª. En que penas caen los que no guardassen la sentencia del descomulgamiento.	Errança muy grand fazen los que no guardan las sentencias de descomunion. E por ende touo por bien sancta eglesia que no ficassen sin pena. E mando que el lego que la despreciasse no la queriendo guardar; que mas tardel perdonassen & mas adurol recibiessen. E esto se deue entender quanto al perdon que gelo pueden tardar. cuemo en manera de pena; quando la quisiesse fazer mas no a la emienda. E tiene sancta eglesia que el que tal pecado faze; cae por ende en periglo de muerte mas ayna por el. o en otros males quel embargan de muchas maneras. ¶ E si clerigo esto fiziesse; & usasse de su oficio; serie por ende irregular. & deue seer despuesto. ¶ Otra pena les puso aun. que si alguno fuesse descomulgado de su prelado & el teniendo quel auie descomulgado a tuerto despreciasse la sentencia. solamientre por esto cae en la descomulgacion. ¶ Otrossi touo por bien que el que fuesse descomulgado en una eglesia. que tanbien le esquiuassen en todas las otras cuemo en aquella en quel descomulgaron. ¶ Otrossi puso por pena al clerigo que fuesse descomulgado con derecho. que no pudiesse demandar las rendas de los beneficios que auie de auer; por aquel tiempo en que lo fuesse. ni pudiesse ganar otras de nueuo. cuemo quier que las podrie demandar si fuesse uedado. no seyendo por grand yerro o no despreciando el deuiedo.
1	9	45	Ley .xLvª. En que pena caen los que un anno estan en descomulgation.	Rebelle seyendo alguno de manera que no quisiesse salir de la descomulgacion; deuen passar contra el desta guisa. que si lo fuere por razon de heregia que sospechassen que auie en el; desque un anno passare deuen le dar por herege. & tomar el Rey todos sus bienes. ¶ E sil descomulgassen por otra razon qualquier. si ouiere padronadgo en alguna eglesia; o otro derecho alguno que deuiesse recebir della; pierdelo por todo aquel tiempo que fica en la descomulgacion. ¶ Otrossi touo por bien sancta eglesia que si algun omne onrrado descomulgassen por razon de heregia no se queriendo emendar que los uasallos que ouiesse nol obedeciessen. mientre que fuesse descomulgado. nil diessen los derechos quel deuien dar o fazer. E esto se entiende. si desque el anno fuere complido el amonestare su prelado; no quisiere salir de la descomulgacion.
1	9	46	Ley .xLvjª. En que pena caen los que se acompannan con los descomulgados.	Compannia no deuen auer los fieles xpistanos con aquellos que son descomulgados de mayor descomulgacion. E por que entendio sancta eglesia que era cosa onde nascien muchos males a los que se acompannauan con ellos; defendio lo muy afincadamientre que lo no fiziessen. poniendo les pena en esta manera. & departio la assi. que el que se acompannasse con el descomulgado de mayor descomulgacion. si lo fiziesse ayudandol en aquel pecado mismo por que descomulgaron al otro; que cayesse en aquella misma descomunion que el. ¶ Mas el que se acompannasse con aquel contra quien fuesse dada la sentencia en esta manera. que dixiesse el prelado assi quando la diesse. que el descomulga a fulan omne por tal pecado que fiziera. & a quantos fueran fazedores & conseiadores. con el en aquel yerro. & a quantos se acompannassen con el todos quantos contra esto fiziessen. puso les por pena sancta eglesia que cayessen en mayor descomulgacion tan bien cuemo el. ¶ Mas los que se acompannassen con el que no fuessen descomulgados desta manera. mas simplemientre. cuemo si dixiesse el prelado. yo descomulgo a fulan por tal yerro que fizo; a estos atales puso por pena que cayessen en menor descomulgacion. Pero los que fablassen con estos no serien por ende descomulgados. Ca la descomulgacion; no passa a tercera persona.
1	9	47	Ley .xLvjª. En quales cosas no se deue ninguno acompannar con el que fuere descomulgado.	Acompannar no se deuen los fieles xpistianos. con los descomulgados. por el mal que les uiene dellos. & por la pena en que caen segund dize en la ley ante desta. E por que algunos dubdarien quales son las cosas en que lo no deuen fazer; por esso touo por bien sancta eglesia de las mostrar & son estas. que no les deuen dar paz a la missa. ni fablar les. ni deuen orar con ellos en ningun logar. ni comer ni beuer. ni los deuen acompannar en ninguna otra manera semeiante destas. ¶ Pero algunas cosas y ha en que lo pueden fazer. La una por pro del descomulgado. assi cuemo sil conseiasse que saliesse de la descomulgacion. La otra si fuesse por pro daquel quel fablasse. cuemo sil deuiesse algo el descomulgado; & gelo demandasse. La tercera por la ley del casamiento que es entre uaron & la mugier. que ha tan grand fuerça que escusa a ella de la descomulgacion si se acompanna con el marido. cuemo quier que no escusarie a el si ella fuesse descomulgada. E esto es por que el marido ha poder de apremiar a ella que faga emienda & salga de la descomulgacion. lo que ella no podrie fazer a el. Ca assi es derecho & lo mando nuestro sennor dios en el comienço del mundo quando fizo a Adam & a Adeua.
1	9	48	Ley .xLviijª. Por que razones no cadrie en pena el que se acompannasse con el descomulgado.	Uassallage es otra razon sin las que dize en la ley ante desta. que escusa a los omnes que no caen en pena. magar se acompannen con los descomulgados. E esto se entiende de los fijos & de las fijas que son en poder del padre que es sennor naturalmientre. & de los otros siruientes de casa. & de los labradores que labran sus heredades. & de los sieruos. & aun de todos los otros que fuessen sus uassallos. no seyendo fazedores o consentidores con el en aquel yerro. por que fue descomulgado. ni queriendo mas acompannar se con el de quanto tiempol auien de seruir. o por razon de la soldada que tenien del; o dotra manera. ¶ Empero los clerigos no se deuen acompannar con su obispo descomulgado fueras ende si fuessen sus criados. o sus siruientes en casa. ¶ E otrossi el que se acompannare con el descomulgado no sabiendo que lo era; no cae en esta pena. ¶ Otra manera y ha aun por que no cadrie omne en pena; magar se acompannasse con los descomulgados. E esta serie en manera de premia. cuemo si alguno ouiesse de passar por alguna tierra o logar que fuesse descomulgado. o en que morassen descomulgados. & no pudiesse fallar compra ni posada; si no con ellos. ¶ Ni otrossi no defendio sancta eglesia que no diesse omne almosna al descomulgado; sil uiesse en cueta.
1	9	49	Ley .xLviiijª. Quales omnes caen en descomulgacion & quales no por acompannar se con los descomulgados.	Libres & quitos son de la pena de la descomulgacion los fijos & los uasallos & todas las otras personas que dize en la ley ante desta. magar se acompannassen con sus padres o con sus sennores seyendo descomulgados. Pero no touo por bien sancta eglesia que se pudiessen ellos escusar desta pena; si los fijos o los uasallos cayessen en sentencia de descomunion. & se acompannassen con ellos. E esto es por esta razon. por que el marido a la mugier. & los padres a los fijos & los sennores a los uassallos. han poder de les ensennar & de los castigar que se guarden que no fagan tales yerros; por que los ayan a descomulgar. E si no lo fizieren assi; son en culpa. & por ende no se pueden escusar que no cayan en la pena sobredicha. si se acompannan con ellos seyendo descomulgados. ¶ Otrossi establecio sancta eglesia. que si el obispo o otro prelado qualquier descomulgasse a alguno. & el mismo no guardando su sentencia se acompannasse con el en aquel pecado por quel descomulgara. o en alguna de las maneras que dize en la tercera ley ante desta; que fuesse descomulgado por ende de menor descomunion. ¶ Esso mismo mando aun en otra manera. que el prelado que se acompannasse con alguno que el mismo ouiesse descomulgado de mayor escomunion. con todos aquellos que fueren en aquel yerro fazedores o conseiadores o quantos se acompannassen con el segund dize en la quarta ley ante desta; que no fuesse por ende descomulgado de mayor descomulgacion; mas de la menor. Ca ninguno no puede dar contra si sentencia de descomulgamiento. cuemo quier que el derecho la de contra el.
1	9	50	Ley Lª. que la sentencia que pone algun prelado. puede ligar a otros que son dotra iurisdiction.	Omne que fuesse descomulgado de su obispo. o de alguno otro su prelado que ouiesse poder de lo fazer. acompannando se con el alguno dotro obispado en alguna de las maneras que dize en la quinta ley ante desta; cadrie por ende en pena de descomulgacion. assi cuemo uno de los daquel obispado mismo. E cuemo quier que ningun prelado no podrie descomulgar a otro que fuesse de fuera de su obispado; este atal cae en la sentencia que el puso contral otro. por el yerro que faze en acompannar se con el. ¶ Otra manera y ha aun. por que la sentencia que diesse algun prelado en su obispado; alcançarie a otros que no fuessen del. cuemo si dixiesse yo descomulgo a quantos se acertaron en furtar tal cosa que se fizo menos en tal eglesia. & a quantos saben daquella cosa que fue furtada; si lo no dixieren. o si los descomulgasse por algun yerro que fuesse y fecho. o que temiesse que lo querien fazer. Ca todos quantos sopiessen que tal sentencia era dada. si la no guardaren; caen en descomunion. tanbien los de los otros obispados; cuemo los daquel que lo da.
1	9	51	Ley .Ljª. Que deuen fazer los clerigos quando algun descomulgado entrare en la eglesia.	Conceieramientre seyendo alguno descomulgado. de mayor descomulgacion; no deue entrar en la eglesia. E si tan atreuudo fuere que lo quiera fazer quando dixieren las horas; deuen le los clerigos amonestar que salga della. E si no lo quisiere fazer deuen quedar de dezir las horas. E esto se entiende tanbien de la missa cuemo de las otras horas. fueras ende si quando el descomulgado entrasse en la eglesia fuesse ya el clerigo que dixiesse la missa entrado en la sagra. Ca estonce no deue quedar fasta que aya sumido el cuerpo & la sangre de nuestro sennor ihesu xpisto. E esto por que tan sancta & tan onrrada cosa cuemo esta; no deuen dexar de la acabar pues que fuere començada. E si por amonestamiento de los clerigos no quisiere salir. si aquel logar o tal cosa acaeçiere. fuere el sennorio de la eglesia. deuen le echar por fuerça della. E si no lo pudieren fazer; deuen llamar ayuda de los legos pora echar lo ende. o fazer lo saber al sennor de la tierra que lo castigue & lo uiede.
1	9	52	Ley .Lijª. Que deue fazer el que sopiere que algun descomulgado esta en la eglesia quando dizen las horas.	Ascondudamientre son descomulgados algunos de manera que no lo saben muchos. pero saben lo pocos omnes. Onde si acaeciesse que tal descomulgado cuemo este entrasse en la eglesia quando dixiessen las horas; acertando se y alguno daquellos que son sabidores dello. deuen le amonestar en poridat que salga della. diziendol que peca mortalmientre por que lo faze seyendo descomulgado. E si no lo quisiere fazer deuen le sacar de la eglesia todos los que lo sopieren. tanbien los clerigos cuemo los legos. Pero esto deuen fazer de manera; que nol descubran. Ca ninguno no deue descobrir a so xpistiano. del pecado que ouiere fecho; seyendo encubierto. fueras ende si lo dixiesse en tal logar. quel aprouechasse. & que nol pudiesse ende uenir danno. E por esso se deuen estrannar de su companna en esta manera. por que aya uerguenna por ende; & faga emienda del mal que fizo. por que salga mas ayna de la descomulgacion en que yaze.
1	9	53	Ley .Liijª. Que cosas son uedadas a los que son descomulgados de la menor descomulgacion.	Entrar no deue en la eglesia quando dixieren la missa; el que fuere descomulgado de menor descomulgacion. cuemo quier que pueda y oyr las otras horas. E esto es por que no deue auer parte; en ninguno de los sagramientos. E si fuere clerigo; no deue dezir las horas con los otros. magar que las pueda oyr cuemo farie uno de los legos. ni otrossi no deue dar ninguno de los sagramientos. ¶ Pero el que cayesse en la sentencia de menor escomunion despreciando la. acompannando se a ssabiendas con algun descomulgado; peca por ende mortalmientre. de manera quel pueden por ello descomulgar de mayor descomulgacion. si no quisiere quitar se daquel yerro. ¶ Mas si cayesse en ella acompannando se con algun descomulgado. no metiendo mientes pora guardar se tan bien cuemo deuie. ol acaeciesse cuemo a so hora quel ouiesse de acompannar. o por uerguença que ouiesse del; no lo faziendo a ssabiendas ni por desprecio de la sentencia. este atal si fuere clerigo. puede dezir las horas con los otros. mas no deue cantar missa ni oyr la. ni dar ninguno de los sagramientos de sancta eglesia; ni recebir lo. Pero si lo diesse ualdrie.
1	9	54	Ley .Liiijª. Que pena han los que acompannan a aquellos que descomulga el papa. & en que manera deuen dezir las horas los que son sentenciados.	Consentir no deuen los clerigos que se acompannen con ellos pora dezir las horas ni en otra manera; ningun clerigo que fuesse descomulgado del papa de mayor descomulgacion. Ca sil recibiessen en su compannia; cadrien por ende en descomulgacion mayor. tan bien cuemo el. & no podrie otro ninguno assoluer los; si no el papa. fueras ende si lo fiziesse alguno por su mandado. E esto es por el alteza & la mayoria que ha; sobre todos los otros prelados. Otrossi los clerigos aqui uedassen sus prelados; no deuen dezir las horas en la eglesia con los otros. cuemo quier que las puedan dezir apartadamientre rezando las; cuemo quien faze oracion. ¶ Esso mismo pueden fazer los que fuessen descomulgados de menor descomulgacion. que las pueden otrossi dezir en la eglesia. segund que es dicho de los uedados. ¶ Mas el que lo fuesse de la mayor no las deue dezir en la eglesia en ninguna manera. magar que las pueda dezir de fuera rezando las; assi cuemo de suso es dicho.
1	9	55	Ley .Lvª. Que los que mandan fazer mal o lo consienten fazer a los que lo podrien uedar. tanta pena merecen como los que lo fazen.	Grado o sannudo seyendo alguno contra algun clerigo. de manera quel mandasse ferir o matar; si despues que lo ouiesse mandado se repintiesse. & enuiasse dezir a aquel a quien lo mandara que nol firiesse nil fiziesse ningun mal; si este tal no lo quisiere dexar de fazer por su mandado; si manos iradas mete en el; cae el solo en la descomunion. & no el otro que gelo mando. E esto por quel escusa el repentimiento que ouo en si del mal que auie mandado fazer. & por que gelo enuio defender que no lo fiziesse en tal sazon; que se pudiera guardar de lo fazer si quisiesse. ¶ Mas si este mandadero por quien lo enuio defender que lo no fiziesse. no gelo dixiesse al otro ante que fiziesse el yerro amos caen en la descomunion. tanbien el que lo mando cuemo el que lo fizo. & no se escusa por que se repintio; despues que lo auie mandado. pues que se cumplio el mal que mandara fazer. E no puede ninguno dellos seer assuelto si no por el papa. ¶ Otrossi acaeciendo que si omnes que fuessen dalgun omne poderoso quisiessen ferir o matar. o meter manos iradas en algun clerigo. seyendo delante su sennor. si lo no uedasse podiendo lo fazer tan bien cae en la descomunion; cuemo los que lo fazen. Esso mismo serie si sopiesse que querien fazer tal yerro cuemo aquel. & no gelo uedasse podiendo lo fazer. E no se podrie escusar. magar no se acertasse y quando lo fiziessen. ni lo uiesse. E esto es por que el que podrie uedar el mal ante que se faga. si no lo quisiere fazer. semeia que lo consiente. E por ende los que el mal fazen. & los que lo consienten egual pena deuen auer.
1	9	56	Ley .Lviª. Que ningun clerigo no puede quitar a otro omne qualquier que no sea descomulgado sil firiere.	Palos han por costumbre en algunas tierras de sofrir los omnes. pora fazer emienda los unos a los otros; de los tuertos que se fazen. E podrie seer que algun lego querrie quel fiziesse emienda el clerigo de tuerto quel ouiesse fecho; en esta manera. sufriendo feridas con palo. segund la costumbre daquellos logares o lo usan. E magar que el clerigo uenga de su uoluntad. nol forçando el otro a fazer le tal emienda; sil fiere el lego assi; cae en descomunion. no por que faga fuerça al clerigo. mas por que faze cuemo desonrra a sancta eglesia. Ca la franqueza que fue otorgada a los clerigos que qui los firiere metiendo manos iradas en ellos. o les fiziere tuerto en alguna de las otras maneras que dize en el Titulo de las franquezas dellos que es descomulgado. no fue otorgada a cada uno dellos sennaladamientre. mas a toda la orden de la clerizia. E por ende magar que el clerigo pueda quitar la emienda quanto es en lo suyo; no lo puede fazer quanto en la desonrra de la eglesia. ¶ Otrossi el abbad o el mayoral de qual orden quier que mandasse a lego o a otro omne que no fuesse religioso. que diesse disciplinas a algun monge o fradre o clerigo seglar daquellos sobre quien el ouiesse poder. o mandasse quel prisiesse cadrie por ende en descomunion. tanbien el que lo mandasse cuemo el que lo fiziesse. & aurien por ende a yr a Roma.
1	9	57	Ley Lvijª. De la pena que deuen auer los que ayudan en alguna manera a los enemigos de la fe contra los xpistianos.	Falsos xpistianos llama sancta eglesia a todos aquellos que dan ayuda o conseio en alguna manera a los enemigos de la fe; contra los xpistianos. E aun a todos aquellos que les uenden o les dan armas o madera. o Naues. o Galeas. & otrossi a los que gelas lieuan. E tan grand falsedat tiene sancta eglesia que fazen los que les dan ayuda en alguna destas maneras sobredichas; o en otra semeiante dellas. que por el fecho tan solamientre los da por descomulgados. magar ninguno no los descomulgasse conceieramientre. E manda que todos sus bienes destos atales que los tomen luego que alguna destas cosas fizieren; los sennores daquella tierra o fueren moradores. E otorga demas desto que quien quier que los prenda. que sean sus sieruos. & que los pueda uender o seruir se dellos. tan bien cuemo si fuessen moros. E si por auentura acaeciesse que algunos se fuessen pora ellos; pora ayudar les contra los xpistianos. o diessen conseio o ayuda a otros que lo fiziessen; manda que quantos tan grand traycion cuemo esta fizieren. que los no sotierren nunqua iamas en las sepulturas de las eglesias. si ante que muriessen no fiziessen grand emienda a dios. & a su sennor natural contra quien les dieron la ayuda. E si acaeciesse que alguno soterrassen y; manda que lo saquen ende muy desonrradamientre. & que quemen sus huessos & que los derramen al uiento cuemo de omne que fizo tan grand traycion contra dios & contra su sennor natural. & contra sus xpistianos a quien deuie dar ayuda; & no fazer destoruo. E cuemo quier que estos atales tan solamientre por el fecho o por el conseio que dieren a los enemigos sean descomulgados; manda sancta eglesia & tiene por bien. que en todos los domingos & en las fiestas renueuen la descomulgacion dellos conceieramientre ante los fieles xpistianos.
1	10	1	Ley .jª. Titulo dezeno de las eglesias como se deuen fazer.	Moysen fue omne a quien amo mucho nuestro sennor dios. et por ende mando a el primera mientre en la uieia ley que fiziesse el tabernaculo. que era una tienda o fazien los fijos de Jsrael oracion. & sacrificio a dios. & despues el Rey salomon a semeiante desto; fizo el templo en iherusalem. que fue otrossi la primera casa de oracion que los judios ouieron. E dalli adelante usaron ellos de fazer casa de oracion; a que llaman sinagoga. E otrossi los xpistianos en la nueua ley fizieron eglesias a semeiança de Templo. en que fiziessen limpiamientre el sacrificio. uerdadero del cuerpo de nuestro sennor ihesu xpisto. & o rogassen a dios el pidiessen mercet que les perdonasse sus pecados. & o alabassen el so sancto nombre. E esto no fue fecho sin razon. Ca si los judios que biuen assi cuemo a sombra de la ley. & que no la entendien tan bien cuemo deuien. fizieron tan nobles templos o sacrificauan bestias & aues. mucho mas deuen los xpistianos fazer nobles eglesias & apuestas. que ouieron & han connoscencia uerdadera de dios & de la ley. pora sacrificar el cuerpo & la sangre de nuestro sennor ihesu xpisto. E pues que en los Titulos ante deste fabla de los prelados & de los otros clerigos que deuen fazer & dar los sagramientos; conuiene de dezir en este de las eglesias. o deue esto seer fecho; mas que en otros logares. E mostrar primeramientre que cosa es eglesia. E por cuyo mandado deue seer fecha. E quien la puede fazer. E por quantas razones pueden fazer eglesia de nueuo. E quien la puede refazer si mester fuere. E quien la deue cossagrar. & reconciliar.
1	10	2	Ley .ijª. Que ninguno no deue fazer eglesia de nueuo sin otorgamiento del obispo daquel logar.	Saber deuen los xpistianos que cosa es eglesia. E cuemo quier que la scriptura nombre assi a muchas cosas segund el estableçimiento de los sanctos padres; tres maneras son della sennaladamientre. aquellas que son mas usadas. E la una dellas es; logar sagrado cercado de paredes. & cubierto de suso o se allegan los xpistianos a oyr las horas. & a rogar a dios que les perdone sus pecados. La otra es todos los fieles xpistianos; que son por todo el mundo. La tercera es todos los prelados & la clerizia de cada logar. que son dados pora seruir a dios en sancta eglesia. ¶ E de la primera destas maneras mostraron los sanctos padres por cuyo mandado deue seer fecha. E dixieron que las eglesias deuen seer fechas por mandado de cada un obispo; en su obispado. E ninguno no la deue fazer; dotra manera. E si la fiziesse; no serie eglesia ni aurie tal; nombre. ni deue ningun clerigo dezir missa en ella; ni otras horas. fueras ende si el obispo daquel logar gelo otorgasse despues. Esso mismo serie si fuesse derribada desdel cimiento. & la quisiessen fazer de nueuo. Mas si cayesse alguna partida della o la fuessen derribando poco a poco pora refazer la; en tal razon no han por que lo demandar al obispo. Ca ellos mismos la pueden adobar.
1	10	3	Ley .iijª. Cuemo deue fazer el obispo quando otorgare que fagan en algun logar eglesia de nueuo.	Fundar o labrar queriendo alguno eglesia nueuamientre; no lo deue fazer a menos de mandado del obispo; segund dize en la ley ante desta. E quando la ouieren de començar deue el obispo uenir a aquel logar o la quieren fazer. seyendo delante muchos omnes. & en aquel logar o touiere por bien que sean el altar; deue ficar los inoios & rogar a dios. diziendo aquellas oraciones que son establecidas pora esto. & quando la oracion ouiere acabada; deue el mismo assentar la primera piedra. & poner sobrella una cruz. & desuso daquella piedra deuen fazer el altar. E estonçe deue dezir ante todos; cuemo otorga aquel logar pora eglesia. ¶ Pero ante que esto faga el obispo. deue mandar a aquellos que quieren fazer la eglesia que sennalen alguna heredat que fique siempre pora ella. & que sea atal onde salga renda de que puedan beuir dos clerigos a lo menos; que la siruan. E atal heredat como esta es llamada en latin dote. E aun deue salir renda desta heredat. pora luminaria de la eglesia. & de que puedan los clerigos dar sus derechos al obispo. & recebir huespedes. ¶ Empero si el obispo no pudiesse uenir por si mismo a fazer lo que es de suso dicho; puede mandar al arcipreste o a otro clerigo qual touiere por bien que lo faga.
1	10	4	Ley .iiijª. Quien deue la eglesia dotar.	Sennalar deue dote a la eglesia el que la fiziere de nueuo; segund dize en la ley ante desta. E si por auentura estonce no gela diesse; tenudo es de gela dar quando la cossagrassen. & no la deue el obispo ante cossagrar. E si acaeciesse que fuesse tan descuydado que la cossagrasse ante que la dotassen; bien lo pueden aun despues demandar a aquel que la fizo o a sus herederos. E si los herederos no ouiessen de que lo fazer; el obispo es tenudo de la dotar de lo suyo. por que fue negligent en no la fazer heredar. ante que la cossagrasse. E qual omne quier que comiençe a fazer eglesia con mandamiento del obispo; tenudo es de acabar la. & si no quisiere; puedel apremiar el obispo que la faga.
1	10	5	Ley .vª. Que ninguno no deue fazer cantar missa en su casa. & que pena deue auer el que lo mandare. & el que la dixiere.	Capiella con altar ni eglesia no deue ninguno fazer en su casa ni en otro logar; a menos de mandamiento del obispo. E si alguno contra esto fiziesse deue perder aquel logar en que la fiziere & seer del Rey. ¶ Otrossi no deue ninguno fazer cantar missa en su casa sin mandado del obispo. fueras ende los prelados de sancta eglesia. E si otro alguno la fiziesse y dotra manera dezir. deue perder otrossi aquella casa o aquel logar o la dixieren. E esto es defendudo por que aquellos que no creen bien en la nuestra fe. no ayan razon de apartar se a fazer el sacrificio del cuerpo de nuestro sennor ihesu xpisto en desprecio de la eglesia. ¶ E si el yudgador del logar o fiziessen contra esto. desque lo sopiessen ciertamientre no les pusiesse la pena sobredicha a los que assi no lo guardassen; deue perder aquel logar onrado que tenie. & demas pechar al Rey; cinquaenta libras de oro. ¶ Otrossi el clerigo que la missa dixiesse en alguno de los logares sobredichos. a menos de gelo mandar el obispo; deue seer despuesto. ¶ Essa misma pena deue auer qualquier de los prelados menores que mandasse al clerigo dezir missa en alguno de los logares sobredichos. E esto por que tomo poder por su atreuimiento que nol conuinie.
1	10	6	Ley .viª. En quales logares pueden cantar missa; & en quales no.	Oratorio pueden los xpistianos fazer en sus casas si quisieren; pora rogar a dios en el. Mas no deuen y cantar missa ni dezir a menos de mandado del obispo. segund dize en la ley ante desta. E aun en aquellos logares que otorgare el obispo que la digan no se entiende que la pueden y dezir cada dia. Ca en los dias de las pascuas & de las grandes fiestas; no las deuen dezir en tales logares cuemo estos. si no en las eglesias cathedrales o parrochiales. Pero si las eglesias fuessen derribadas o destroydas por agua o por fuego; o fuessen tan lexos del pueblo que no pudiessen ir a ellas sin periglo assi cuemo por miedo que ouiessen de sus enemigos; o por alguna otra cosa semeiante destas que gelo embargasse; estonce bien pueden los clerigos cantar missa en los dias de las pascuas & de las grandes fiestas en las capiellas. & en los otros logares que les otorgaren los obispos que las digan fasta que aquellas eglesias sean endereçadas. o tollidos aquellos embargos; por que no osauan ir a ellas. ¶ E pueden aun dezir missa en otros logares sin los que dize en las leyes ante desta. Ca pueden las dezir en las tiendas quando uan en camino. o no ha eglesias. o quando estan en hueste. E pueden la aun dezir defuera en el campo. si entendieren que lo podran fazer que gelo no embargue uiento o lluuias. o nieues o otro mal tiempo. Pero esto no se entiende andando sobre mar. Ca en ningun nauio no deuen dezir missa por el periglo que podrie acaecer por el mouimiento del. ni sobre los sepulcros de los muertos. que no fuessen otorgados de roma por sanctos. E esto por que meior es de la no dezir ni oyr la. que dezir la en los logares o no conuiene. E pora dezir missa en los logares sobredichos; ha mester que tenga ara cossagrada. & todas las otras cosas que pertenescen pora fazer el sacrificio del cuerpo & de la sangre de nuestro sennor ihesu xpisto. segund dize en el Titulo de los sagramientos.
1	10	7	Ley .vijª. De quien puede fazer eglesia.	Por bien auenturado se deue tener todo omne; que puede fazer eglesia o se ha de cossagrar tan noble cosa & tan sancta; cuemo el cuerpo de nuestro sennor ihesu xpisto. E cuemo quier que todo omne o mugier la pueda fazer a seruicio & a onrra de dios pero con mandamiento del obispo. segund dize en la segunda ley deste titulo; toda uia deue catar dos cosas el que la fiziere. que la faga complida & apuesta. E esto tanbien en la lauor que y fiziere; cuemo en los libros & en las uestimientas & en los calizes. & en todas las otras cosas que fueren mester pora ella. Ca el que dotra guisa lo fiziesse. mas semeiarie que lo fazie por escarnio & por desprecio de dios que pora so seruicio.
1	10	8	Ley .viijª. Por que razones pueden fazer eglesia de nueuo o mudar la de un logar a otro.	Trasmudar las eglesias de un logar a otro; o fazer las de nueuo establecio sancta eglesia quatro cosas por que lo pudiessen fazer. La primera es quando en alguna eglesia ha grand pueblo. assi que por la muchedumbre dellos han de fazer otra eglesia de nueuo. & partir los parrochianos della en amas. ¶ La segunda cosa es quando algunos moran en logar tan perigloso que son mucho amenudo guerreados de los enemigos. o de otros omnes malos. assi que por miedo o por danno que han recebudo dellos se an de camiar a otro logar mas seguro. Ca por tal razon pueden fazer eglesia de nueuo en aquel logar o se mudaron. & desemparar la otra. ¶ La tercera es quando la eglesia esta en tal logar que no pueden ir a ella a menos de periglo. assi cuemo si ouiesse entrel pueblo & la eglesia algun arroyo o Rio. que quando abiniesse no pudiessen ir alla. o por alguna otra cosa que les embargasse. Ca por tal razon cuemo esta; pueden otrossi fazer eglesia de nueuo. ¶ La quarta cosa es por razon de meiorar la eglesia o el monasterio. Ca si aquel logar o estudiere fuere mucho enfermo. o muy estrecho. o perigloso de bestias brauas. bien la pueden mudar a otro logar que sea mas sano. & o la puedan mas enlargar. & o sea mas segura.
1	10	9	Ley .viiij. En quales logares deuen fazer las eglesias. & cuemo deuen fazer de las que fueren sobeianas.	Hedificar queriendo eglesia nueuamientre que quier tanto dezir cuemo labrar deuen catar los que la ouieren de fazer; que la fagan en logar honesto & conuiniente. Ca no deue seer fecha en logar uil. assi cuemo cerca dalli o moran las malas mugieres. ni cabo de la carniceria. ni del logar o echan la bassura de la uilla. ni en otro logar semeiante destos. ¶ Otrossi deuen catar que la no fagan en logar alto; ni fuerte. por que se pudiesse la uilla perder por ella. o que fiziessen della bastida pora guerrear la uilla o el alcaçar. ¶ E no deuen otrossi fazer eglesias sobeianas. E si algunas y ouiere ademas; deue las el obispo minguar segund touiere por guisado. E aquellas son dichas sobeianas; que no han renda de que puedan los clerigos beuir que las siruen. E las que fueren atales; puede las el obispo ayuntar a otras con las heredades & los parrochianos que ouieren. ¶ Pero el logar en que morassen diez pobladores que ouiessen y rendas de que beuir mesuradamientre bien puede auer eglesia & clerigo por si. E tal cuemo esta no sera dicha sobeiana. ca bien assi cuemo puede cada uno de los parrochianos beuir de sus rendas; otrossi lo puede fazer el clerigo del diezmo dellas. ¶ Mas quando acaeciesse que el obispo quisiesse minguar algunas eglesias. de manera que finquen yermas por la razon desuso dicha deue tomar las reliquias daquellas que fueren sobeianas. & cerrar las puertas dellas. & dexar las assi. Ca magar sean desamparadas o destroydas por esta razon; o por otra qualquier; con todo esso siempre fincan aquellos logares que fueron eglesias & ciminterios religiosos. & deuen seer guardados de manera que de las que ouiessen seydo consagradas; no sea ninguno osado de tomar la madera ni la piedra dellas pora meter lo en otras lauores. fueras ende si la metiessen en lauor dotra eglesia o de monasterio; o de hospital pora pobres. E aun en estos logares sobredichos; no lo deuen meter en logar uil. assi cuemo en establia. ni en cozina. ni en otro logar semeiante destos.
