partida	titulo	ley	rubrica	texto
3	28	35	Ley treinta & çinco. quando vn onbre escriue en pargamino ageno cuyo deue ser el libro.	¶ Escriuiendo algund onbre en pargamino ageno de algund onbre libro de versos o de otra cosa qualquier. este libro atal deue ser de aquel cuyo era el pargamino en que lo escriuiere. Pero si aquel que lo escriuio ouo buena fe en escriuiendolo cuydando que era suyo el pargamino o que auia derecho de lo fazer si el libro quisiere auer cuyo es el pargamino o que auia derecho de lo fazer si el libro quisiere deue pagar al otro por la escriptura que y escriuio aquello que entendieren onbres sabidores que mereçe por ende. Mas si ouiesse mala fe en escriuiendolo sabiendo que el pargamino era ageno estonçe pierde el la escriptura & es tenudo de dar el libro a aquel cuyo era el pargamino. fueras ende si lo ouiese escripto por preçio conosçido. Ca estonçe tanto le deue dar por el quanto le prometio.
3	28	36	Ley treinta & seys. si onbre pinta en tabla agena alguna cosa cuyo deue ser.	¶ Pintando algund onbre en tabla o en viga agena alguna ymagen: o otra cosa qualquier si ouo buena fe en pintandola cuydando que aquello en que lo pintaua era suyo: & que lo podria fazer con derecho. estonçe el pintor gana el sennorio de la tabla o de la cosa en que lo pinto y: & es suya tanbien como aquellos que pintan y. Pero tenudo es de dar a aquel cuya era la tabla tanto quanto valia por ella. Mas si ouo mala fe en pintandola sabiendo que era agena aquella cosa en que lo pintaua para si. estonçe pierde la pintura & deue ser de aquel cuya era la cosa en que lo pinto. Ca semeia que pues que el sabia que la tabla era agena que queria dar a aquel cuya era aquello que pintaua y. Eso mismo dezimos que seria si alguno debuxasse o entallasse para si en piedra o en madero ageno. Ca si lo fiziesse por mandado de aquel cuya era la madera el sennorio de lo que assi fuesse pintado o entallado seria de aquel que lo mandara fazer. Pero deuele dar su preçio por el trabaio que leuo en pintarlo: & entallarlo.
3	28	37	Ley treinta & siete. si algund onbre labra algund hedifiçio de piedra o de madera agena cuyo deue ser el sennorio dello.	¶ Metiendo algund onbre en su casa o en alguna otra obra que fiziese cantos o ladrillos o pilares o madera o otra cosa semeiante que fuesse agena despues que alguna destas cosas fuere asentada & metida en labor no la puede demandar aquel cuya es & gana el sennorio della aquel cuya es la obra quier aya buena fe quier mala en metiendola y. E esto touieron por bien los sabios antigos que fuesse guardado para apostura & para nobleza de las çibdades & de las villas que las obras fueren y fechas no las derriben por tal razon como esta. Pero tenudo es de dar el preçio de lo que valiere la cosa a aquel cuya era.
3	28	38	Ley treinta & ocho. cuyos deuen ser los fructos que sallieren del heredamiento que fuere vençido a alguno por iuyzio.	¶ A buena fe conpran los onbres & ganan casa o heredamiento ageno cuydando que es suyo de aquellos que lo enagenan o que han derecho de lo fazer: & acaesçe que viene despues el verdadero sennor della & demanda gela & vençe lo en iuyzio. E en tal caso como este dezimos que el sennorio de los fructos que ouiesse resçebidos & despendido del heredamiento este vençido que deuen ser suyos por la obra o por el trabaio que leuo en ellos fasta que el pleyto fue començado por demanda & por respuesta & no es tenudo de los dar al vençedor maguer lo entregue de la heredad. Mas los que no ouiessen despendidos tenudo seria de los tornar al sennor de la heredad sacando primeramente las despensas que ouiesse fecho sobrellos. Otrosi dezimos que los fructos que ouiesse resçebidos si fuessen de tal natura que no viniese por labor de onbres mas por si se los diese la heredad. assi como peras o mançanas o çereças o nuezes o los fructos semeiantes destos que han los arboles por si naturalmente & sin labor de onbre: que estos atales tenudos son de los tornar con la heredad maguer los aya despendiddos a buena fe en conprando la cosa o en auiendola en otra manera. mas si ouo mala fe en conprandola sabiendo que no era suya de aquel que gela enageno. estonçe maguer ouiese despendido los fructos que ouiessen resçebidos de la heredad tenudo seria de pechar el preçio dellos sacando toda via las despensas que ouiesse fecho en razon.
3	28	39	Ley treinta & nueue. como el que tiene la cosa a mala fe & le es vençida por iuyzio deue tornar todos los fructos.	¶ Amala fe ganan los onbres heredades & otras cosas en dos maneras. La primera es quando furtan la cosa o la roban o la entran sin derecho. si estos atales fuesen vençidos en iuyzio son tenudos de tornar la heredad con los fructos que ende leuaron. & avn con los que pudiera leuar el sennor de la heredad. La segunda manera es quando lo ganan por razon de conpra o de donadio o por razon de otra cosa derecha. Pero sabiendo que aquellos de quien las han que no han derecho de las enagenar. E estos atales son tenudos de tornar la heredad con los fructos que della leuaron si los vençieron dello en iuyzio. mas no son tenudos de tornar lo que ende pudiera auer leuado el sennor de la heredad si la ouiese tenido. fueras ende en quatro cosas. La primera es quando la heredad vende algund onbre para fazer enganno a aquellos a quien deue algo sabiendo el enganno el conprador. La segunda es quando la heredad fuese enagenada por fuerça o por miedo. La terçera es quando alguno conprase encubiertamente alguna cosa de aquellas que mandase vender el ofiçial de nuestra corte contra la costunbre que deue ser guardada en vender las. La quarta es quando ganase la heredad contra las leyes deste libro. Ca qualquier que ganase la heredad en alguna destas quatro maneras es tenudo de tornar la heredad con todos los fructos que ende leuo. E avn con los que ende pudiera leuar el sennor de la heredad.
3	28	40	Ley quarenta. como deue onbre cobrar las despensas que el onbre faze en las cosas que conpro a buena fe si le son vençidas en iuyzio.	¶ Heredades agenas conpran o ganan los onbres a buena fe & despues que las han conpradas fazen y de nueuo alguna cosa assi como torre o casa o otro edifiçio o si es heredad en que plantan a las vegadas arboles o plantan majuelos o fazen y otras cosas semeiantes destas nueuamente como en lo suyo E vienen despues deso los verdaderos sennores & vençen los en iuyzio de aquello que assi es ganado. E porque puede acaesçer contienda entre los onbres si las despensas que assi fuessen fechas deuen cobrar o no los que las fizieren: dezimos que ante que sea entregado de la cosa & de la heredad el que la vençiere assi como sobre dicho es que sea tenudo de tornar al otro todas las despensas que ouiere fechas de nueuo en ellas. Ca pues que ouo buena fe en la cosa & labro en la cosa assi como en lo suyo derecho es que cobre aquello que y despendio en esta manera. Enpero si algunos fructos o rentas o esquilmos ouo de la heredad pues que quiere cobrar las despensas assi como sobredicho es: derecho es que descuente en ellas aquello que gano o esquilmo de la heredad. Mas si por auentura el sennor de la heredad que la vençiesse en iuyzio fuesse tan pobre que no pudiesse pagar al otro las despensas que y ouiesse fecho nueuamente maguer quisiesse vender todo quanto auia. dezimos que estonçe no seria tenudo de las pagar. Mas el otro que las auia de cobrar puede sacar de la cosa o de la otra heredad aquello que y metio en labrarlo & leuarlo ende & fazer dello su pro. Enpero tenemos por bien & mandamos que si el sennor de la heredad le pudiere & quisiere dar tanto por aquello que ende ouiesse a tirar quanto el pudiere auer dello pues que lo ouiesse ende leuado que sea tenudo de gelo dar & que lo no lieuo ende. Eso mismo dezimos que seria si aquel que fizo la labor de nueuo en la casa o en la heredad agena ouo buena fe quando la gano & ante que començasse a labrar ouo mala fe sabiendo que aquel de quien la gano no auia derecho de la enagenar. Ca si despues deso lo vençiere el verdaero sennor por ella en iuyzio no deue cobrar las despensas que y fizo mas puede leuar ende aquello que y metio o labro assi como sobredicho es.
3	28	41	Ley quarenta & dos. como no puede onbre cobrar las despensas que faze en la cosa que resçibe a mala fe.	¶ Qual onbre quier que labrase hedifiçio senbrasse en heredad agena auiendo mala fe & sabiendo que no auia derecho de lo fazer. si despues deso fuesse vençido en iuyzio del verdadero sennor de la heredad pierde todo quanto y labro o senbro & deue ser de aquel en cuyo suelo o heredad lo fizo & no puede ni deue cobrar las despensas que fiziese por razon de los fructos en quanto ouiese la heredad bien las pueden descontar quando ouiese a tornar al sennor de la heredad los fructos: o la estimaçion dellos.
3	28	42	Ley quarenta & tres. si onbre planta arboles o vinnas en heredad agena auiendo mala fe que pena deue auer.	¶ Plantando algund onbre arboles o poniendo majuelos en la heredad agena a sabiendas auiendo mala fe en faziendolo luego que aquellos arboles o la vinna es raygada o se nodreçe: o se cria en la heredad pierde el sennorio de aquello que y planto. Eso mismo dezimos que seria si alguno plantase arboles agenos en su heredad o que pusiesse y majuelos de sarmientos agenos que luego que son raygados gana el sennorio dellos quier aya buena fe quier mala en plantando los el que los planto. Enpero tenudo es de dar a aquel cuyos eran la estimaçion de lo que valieren. Otrosi dezimos que si algund onbre plantase algund arbol en su heredad & despues que lo ouiesse y plantado se estendiessen las rayzes por heredad agena de otro alguno çerca desa en que fue plantado de manera que las prinçipales rayzes de que se nodresçiese estan todas en ella este gana el sennorio del arbol maguer esten las ramas del arbol sobre la heredad de aquel que la planto. Enpero si parte de las rayzes prinçipales del arbol estuuiessen en la heredad de aquel que lo planto. & la otra parte en la del otro que estuuiesse açerca della estonçe deue el arbol ser de amos a dos.
3	28	43	Ley quarenta & quatro. quales despensas deue onbre cobrar de las que faze en casa o en heredad agena: & quales non.	¶ Despensas fazen los onbres en las casas & en los arboles que tienen no faziendo y de nueuo alguna cosa mas faziendo o endereçando los hedifiçios en los lugares do es menester o faziendo y algunas otras cosas que son prouechosas a la casa o a la heredad. En tal caso como este dezimos que aquel que las despensas fiziere que sean menester de fazer las que las deue & las puede cobrar de mientra que fuere tenedor de la cosa o de la heredad en que las fizo quier aya buena fe quier mala en teniendola & maguer el sennor de la casa o de la heredad lo vençiesse della en iuyzio non gela deue ante entregar fasta que le de lo que despendio en esta razon. Enpero si el esquilmo algunos fructos o rentas de la cosa o de la heredad en quanto la touo: tenemos por bien que se descuente en las despensas. Ca guisada cosa es que pues que el quiere cobrar las despensas que assi fizo: que escuente los esquilmos. Otrosi dezimos que si el fizo despensas en buena fe cuydandolo fazer en lo suyo que las deue cobrar maguer non ouiesse menester de lo fazer. mas si las fizo auiendo mala fe sabiendo que el heredamiento o la cosa que era agena si el sennor que la vençio en iuyzio non gelas quisiere fazer pechar puede el otro ende leuar la labor que fizo y fazer. Otrosi dezimos que si aquellos que son tenedores de casas o de heredamientos Agenos fazen Dspensas En ellas Que non son muy prouechosas mas son para postura de la casa o de la heredad assi como las pinturas que fazen en ellas o en los cannos por do nazca el agua & las otras cosas semeiantes destas que fazen y como por auer deleyte por ellas mas que pro: si ouo buena fe en teniendo aquello puede tomar lo que ouiere fecho & leuar lo. Enpero si aquel cuya era la casa o la heredad le quisiere dar tanto por ello quanto podrian valer despues que fuesse ende tirado deue gelo dar. mas si el que fiziesse tales despensas como estas ouiesse mala fe en teniendo la cosa o la heredad pierde todo quanto y fizo & non puede ende leuar ninguna cosa.
3	28	44	Ley quarenta & çinco. cuyo deue ser el tesoro que onbre falla en la su heredad o en la agena.	¶ Tesoros fallan los onbres a las vegadas en sus casas & en sus heredades por auentura o buscandolos. E porque podria acaesçer dubda cuyo deue ser. dezimos que si el tesoro es tal que ningund onbre no pueda saber quien lo y metio ni cuyo es: gana el sennorio dello & que deue ser todo de aquel que la falla en su casa o en su heredad. fueras ende si lo fallasse por encantamiento ca estonçe todo deue ser del rey. Mas si por auentura lo ouiese y alguno escondido & pudiese prouar o aueriguar que es suyo estonçe no ganaria el sennorio dello el que lo fallasse en su heredad. E si acaesçiesse que alguno lo fallasse casa o en heredamiento ageno labrando y o en otra manera qualquier si lo fallasse por auentura no lo buscando el a sabiendas estonçe deue ser la meatad suyo & la meatad del sennor de la casa o de la heredad do lo fallo: mas si lo fallasse buscando lo donde estuuiese el escondidamente & no acaesçiendo por auentura estonçe deue ser todo del sennor de la heredad & no ha en ello el que lo assi falla ninguna cosa. Eso mismo dezimos que seria si el tesoro fuesse fallado en casa o en heredamiento que pertenesçiesse al rey o al comun conçeio.
3	28	45	Ley quarenta & seys. como no pasa el sennorio de la cosa vendida o dada a aquel que apoderan ella fasta que aya pagado el preçio.	¶ Apoderan vnos onbres a otros sus cosas vendiendo gelas o dando gelas en dote: o en otra manera: o canbiandolas o por alguna otra derecha razon. E por ende dezimos que por tal apoderamiento como este que faga vn onbre de su cosa o que lo faga otro alguno por su mandado que no passa el sennorio de la cosa a aquel a quien apoderasse della si el conprador no ouiesse pagado el preçio o dado fiador o pennos o tomando plazo para pagar por tal apoderamiento como este no passaria el sennorio de la cosa fasta que el preçio se pagasse. Mas si fiador o pennos ouiesse dado o tomado plazo para pagar o si el vendedor se fiasse en el conprador del preçio estonçe passaria el sennorio de la cosa a el por el apoderamiento maguer el preçio no ouiesse pagado. Enpero tenudo seria de lo pagar.
3	28	46	Ley quarenta & siete. como gana onbre el sennorio de la cosa que tiene alogada: si despues la conpra dese mismo que gela alogara.	¶ Logado auiendo algund onbre o enprestando o acomendando a otro alguna su cosa si despues deso le vendiese & le diesse aquella cosa misma maguer estonçe no estuuiese la cosa delante ni lo apoderasse della con todo eso gana el sennorio della aquel a quien la vende. Otrosi dezimos que por todas aquellas razones o maneras que passa la tenençia de las cosas de los vnos onbres a los otros maguer no sean apoderados de las conpras corporalmente segund dize en el titulo que fabla de la manera en que puede onbre ganar o perder tenençia de las cosas que por esas mismas razones o maneras passa el sennorio de las cosas a aquellos a quien son vendidas o canbiadas o dadas en dote o en otra manera o las han de auer por alguna otra derecha razon: como quier que de las cosas no fuesen apoderados corporalmente. Otrosi dezimos que quando fazen los onbres conpannias entre si poniendo que todos los bienes que han y ganaren dende adelante que sean comunalmente de todos los otros conpanneros: que luego que tal conpannia ayan fecha & firmada & otorgada entre si que passa el sennorio de todas las cosas que cada vno dellos ha a los otros tanbien como si vnos a otros se ouiesen apoderado en todos los bienes que ouiesen corporalmente. Enpero si algunos de los conpanneros ouiesen de resçebir algunas debdos o derechos que fuesen suyos en ante que fiziessen la conpannia no las pueden demandar los otros sin su otorgamiento o mandado mas con todo eso tenudo es de les otorgar poder de las demandar & lo que ende ouieren deue ser comunal de todos. Otrosi dezimos que toda ganançia que qualquier dellos faga el sennorio della passa a los otros tanbien como si cada vno dellos la ouiesse fecha.
3	28	47	Ley .xlviij. como ganan el sennorio de las cosas que los enperadores & los reyes mandan echar por las ruas quando se coronan o se fazen caualleros.	¶ Quando los enperadores o los reyes se coronan o se fazen caualleros allegan se y grandes gentes para les fazer onrra & suelen vsar los sus camareros de echar dineros de oro o de plata o otras ioyas por las carreras. E esto fazen por dos razones. La vna por nobleza & por alegria. E la otra porque ouiesen carrera para pasar mas de ligero entre la espesura de la gente. E quando los onbres veen echar el oro & la plata & las otras ioyas que asi fuesen corriendo a tomar lo desenbargase a por ende las carreras por do auian de passar. E por ende dezimos que quien quier que tomare oro o plata: o otras ioyas que assi fuessen echadas por las carreras que gana el sennorio cada vno de quanto tomare Ca con tal entendimiento manda el rey echarlo por las carreras que sea de cada vno lo que fallare & faga dello lo que quisiere.
3	28	48	Ley quarenta & nueue. si algund onbre desanpara su cosa ganala el primero que la tomare.	¶ Despaganse los onbres a las vegadas de algunas cosas que han & desanparanlas & echanlas de manera que sean suyas de quien las quisiere. E por ende dezimos que quando algund onbre echare alguna su cosa mueble con entençion que no quiere que sea suya dezimos que quien quier que la tome primeramente & la lieue que gana el sennorio della & sera suya dende adelante fueras ende si la cosa que echasse assi fuesse sieruo enfermo o ferido que echasse o desanparase su sennor: ca en este atal por tal echamiento como este se torna libre luego que lo desanpara el sennor: & maguer otro alguno lo leuasse & pensase del & lo guaresçiesse con todo eso no ganaria el sennorio del. Otrosi dezimos que las cosas que los onbres echan en la mar con cuyta de la tormenta que no pierden el sennorio dellas assi como diximos en la quinta partida de las leyes que fablan en esta razon.
3	28	49	Ley çinquenta. quando algund onbre desanpara alguna su cosa que sea rayz gana el sennorio della el primero que la entra.	¶ Desanparando algund onbre alguna su cosa que fuesse rayz porque se no pagasse della luego que della salliesse corporalmente con entençion que no quisiesse que fuesse suya dende adelante que quien quier que primeramente la entrasse ganaria el sennorio della. Mas si el no salliese della maguer dixiesse que no queria que fuese suya dende adelante con todo eso en quanto el la touiesse assi no la podria otro ninguno entrar & si la entrase no ganaria el sennorio della fasta que corporalmente salliesse della & desanparasse la tenençia. Otrosi dezimos que si algund onbre desanparare alguna su cosa que no osase yr a ella por miedo de enemigos o de ladrones que ninguno no la puede entrar & maguer la entrasse no ganaria el sennorio della. Ca como quier que este atal desanparasse la tenençia corporalmente con todo eso retiene en su voluntad el sennorio de la cosa. E por ende no deue ninguno contrallarlo.
3	29	0	Titulo veinte & nueue. de los tienpos porque onbre pierde las sus cosas tanbien mueble como rayz.	tIenpos çiertos sennalaron los sabios antigos en que onbre puede perder o ganar el sennorio de las cosas. Onde pues que en el titulo ante deste fablamos en general & mostramos y muchas maneras en que el onbre puede ganar o perder. queremos dezir en este sennaladamente de aquello porque onbre por tienpo puede ganar lo ageno o perder lo suyo. E mostraremos primero porque razon se mouieron los enperadores & los reyes & los sabios a estableçer que onbre pudiesse perder o ganar por tienpo. E desi quien puede ganar en esta manera: & quien non. E quales cosas se pueden ganar por tienpo & quales non. quier sean muebles o rayzes. & en quanto tienpo se gana cada vna dellas E en que manera. E porque razones se destaia en el tienpo en que onbre ha començado a ganar por el.
3	29	1	Ley primera. porque razones se mouieron los sabios antigos a estableçer que los onbres perdiesen las sus cosas por tienpo.	¶ Mouieronse los sabios antiguamente a estableçer que las cosas se pudiesen ganar & perder por tienpo por esta razon porque cada vn onbre pudiesse ser çierto del sennorio que ouiesse sobrellas. E si esto non fuesse serian algunos onbres negligentes & oluidarian sus cosas & otros algunos las entrarian: & las ternian como por suyas & podria nasçer pleytos & contiendas en muchas maneras de guisa que non seria onbre çierto cuyas eran. E por ende por desuiar los de las missiones & de los dannos que les podrian nasçer de tales pleytos o contiendas touieron por bien de sennalar tienpo çierto sobre cada vna cosa porque se pudiessen ganar o perder si fuesen negligentes en las non requerir aquellos cuyas fuessen podiendolo fazer. E otrosi porque el sennor de las cosas fuesse çierto cuyas eran.
3	29	2	Ley segunda. qual onbre puede ganar por tienpo las cosas agenas.	¶ Llano entendimiento auiendo qual onbre quier maguer sea huerfano puede ganar por tienpo. Mas el loco o desmemoriado no puede començar a ganar o perder ninguna cosa en el tienpo de mientra durare la locura en el en esta manera despues que salliere de su memoria. Esto es por que no han coraçon ni entendimiento para ganar ni para perderla maguer touiessen las cosas en su poder. Enpero si ante que salliesse de su memoria ouiesse començado a ganar alguna cosa por tienpo el o aquel en cuyos bienes heredasse. estonçe bien lo podria ganar tanbien en aquella sazon que estuuiesse fuera de su memoria como la ganaua en ante quando era en ella.
3	29	3	Ley terçera. como el sieruo non puede ganar las cosas agenas por tienpo.	¶ Ganar el sennorio de alguna cosa por tienpo no puede ningund onbre que fuesse sieruo. E esto es porque no seria guisada cosa que ouiesse sennorio sobre las otras cosas: que no lo ha sobre si mismo. Enpero si algund sieruo touiesse tienda de su sennor o fuese menestral de algun menester & touiese cabdal o pegujar de que vsase como mercador o canbiador o como menestral si por tal razon como esta començase a tener alguna cosa derechamente poderla ya gannar por tienpo su sennor por el. E esto es por que es sennor & tenedor del sieruo & del cabdal o pegujar que traya.
3	29	4	Ley quarta. quales cosas son llamados muebles & como se pueden perder por tienpo.	¶ Muebles son llamados todas las cosas que los onbres pueden mouer de vn lugar a otro. E todas las que se pueden ellas por si mouer naturalmente. & las que los onbres pueden mouer de vn lugar a otro son assi como pannos o libros o çiuera o vino & olio & todas las otras cosas semeiantes destas & las que se mueuen por si naturalmente son assi como los cauallos & los mulos & las otras bestias & ganados & aues & las otras cosas semeiantes. E por ende dezimos que toda cosa mueble que no sea furtada o robada que se puede gannar por tienpo tanbien ella como los otros frutos & las rentas que della salliesen. Mas si fuese furtada o robada no se podria gannar por tienpo nin ella nin los frutos nin las rentas que sallieren della.
3	29	5	Ley quinta. como si sierua o yegua o vaca o otro cosa semeiante que es furtada o robada & la venden como el conprador puede gannar los frutos dellas.	¶ Sierua o yegua o vaca o otra cosa semeiante de aquellas que dan fruto desi si despues que es furtada o robada la vende a alguno o la enagena aquel que la ha por alguna destas maneras dezimos que si este que conprase la cosa a buena fe en conprandola cuydando que era suya de aquel que gela vendio o que la no ouo de mala fe nin de mala parte si acaesçiese que despues que la conprara que conciba o para en su poder que el fruto que assi ha della que lo puede gannar por tienpo. mas si despues que la ouiese conprada & ante que concibiese sopiese que el que gela vendio la ouiera de mala parte estonçe no podria gannar por tienpo el fruto que la cosa diesse empero si despues la cosa concibiese seyendo ya en su poder sopiese que no era de aquel que gela vendio mas no sopiese si la ouiera de furto o de robo o que la forçara estonçe bien podria gannar el fruto della por tienpo. mas si sopiese que la ouiera furtada o forçada o robada no podria gannar el fruto de la por tienpo bien assi como no podria gannar la madre. Mas si ante que pariese lo fiziese estonçe saber a aquel cuya era diziendolo que si algun derecho auia en ella que lo demandase. si el otro no lo quisiese fazer dende adelante bien podrian gannar el fruto de la cosa por tienpo. Esso mismo dezimos que si gelo quisiese fazer saber & no lo fallase por que fuese tan alongado del lugar que gelo no pudiese enbiar dezir.
3	29	6	Ley sesta. con que la cosa sagrada ni onbre libre no se pierde por tienpo.	¶ Sagrada o sancta o religiosa cosa non se puede gannar por tienpo. Esso mismo dezimos que onbre libre no se puede gannar por tienpo quanto quier que onbre lo touiese en su poder por sieruo. Otrosi dezimos que sennorio para fazer iusticia non lo puede gannar ningun onbre por tienpo maguer vsase dello alguna sazon. fueras ende si el rey o el otro sennor de aquel lugar que ouiese poder de lo fazer lo otorgase sennaladamente. E avn dezimos que tributos o pechos o rentas o otros derechos quales quier que pertenescan al rey que ayan costunbrado o vsado de darle que los non puede gannar ninguno por tienpo nin se pueden escusar que las non den maguer estuuiesen alguna sazon que gelas non diese o que gelas encubriese o por que los diese a otri.
3	29	7	Ley siete. como las plaças ni los caminos nin las defesas nin los exidos nin los otros lugares semeiantes que son del comun del pueblo no se pierden por tienpo & de las otras cosas.	¶ Plaça nin calle nin camino nin defessa nin exido nin otro lugar que quier semeiante destos que sea vso comunalmente del pueblo de alguna çibdad o villa o castillo o de otro lugar no lo puede ninguno onbre gannar por tienpo mas las otras cosas que sean de alguna natura assi como sieruos o gannados o pegujar o nauios o otras cosas quales quier semeiantes destas maguer sean comunalmente del concejo de alguna çibdad o villa bien se podrian gannar por tienpo de quarenta annos. E esto es por que maguer que sean de todos comunalmente non vsan comunalmente dellas todos assi como de las otras cosas sobredichas. Enpero si la çibdad o villa o otro lugar que perdiese alguna destas cosas por tienpo de quarenta annos pidiese despues deste tienpo fasta quatro annos al rey o al adelantado o al iudgador del lugar que aquel tienpo pasado non le enpeçiese & que le otorgase que la cosa non se perdiese por el deue gelo otorgar quier estonçe no le enpeçeria ninguna cosa en el tienpo de los quarenta annos. Mas si los quatro annos passan mas de los quarenta que lo non pudisse assi dende adelante no lo podrian pedir: & el que la cosa touiese gannarla y a por tienpo de los quarenta annos.
3	29	8	Ley ocho. como los menores de veinte & çinco annos & los fijos que estan en poder de los padres no pierden sus cosas por tienpo.	¶ Los menores de veinte & çinco annos no pueden perder sus cosas por tienpo fasta que ayan conplida su edad. Enpero si despues que fuesen de edad conplida començase alguno a gannar alguna cosa suya por tienpo poderlo y a fazer assi como lo ganaria contra otro onbre qual quier Otrosi dezimos que las cosas del fijo no las puede ninguno gannar por tienpo de mientra que estuuiese en poder de su padre. Esto es por que sobre las cosas del fijo. el padre puede mouer pleito & no el fijo sin su mandado. E avn dezimos mas que las cosas que la muger diesse a su marido en dote non se pueden ganar por tienpo si non despues que el casamiento fuesse partido. Enpero si acaesçiese que el marido fuesse desgastador de sus bienes & ella despues que lo viese que era atal no le demandase su dote. si dende adelante alguno la gannase por tienpo seria ella en culpa dello & el otro poderlo y a gannar.
3	29	9	Ley nueue. por quanto tienpo puede onbre gannar las cosas muebles & que ha menester para gannar las.	¶ Por tienpo queriendo gannar algun onbre cosa mueble ha menester primeramente que aya buena fe en tenerla & que la aya por alguna derecha razon. Assi como por conpra o por donadio o por canbio o por otra razon semeiante destas. E avn demas desto que crea que aquel de quien la ouo por alguna destas razones sobredichas que era suya & que auia poder de la enagenar. E avn le ha menester que sea tenedor della por si mismo o por otri que la tenga en su nonbre continuamente tres annos a lo menos & teniendola tanto tienpo assi como sobredicho es. ganna el sennorio della & maguer despues desso viniese el sennor della a demandarla non deue ser oydo. fueras ende si el sennor de la cosa quisiese prouar que le fuera furtada o robada o forçada.
3	29	10	Ley diez. como el conprador no ha buena fe si el sennor de la cosa le dize que la no conpre ca es suya.	¶ Desapoderado seyendo alguno de su cosa si aquel que fuese tenedor della la quisiese vender o dar a otri si este cuya es dixiere al que la quiere conprar o auer por alguna de las otras razones que aquel que gela quiere vender o dar o canbiar no lo puede fazer ni ha derecho en ella si despues desto la conprase o la ouiese en otra manera non auria buena fe en tenerla & maguer fuese tenedor della. tres annos non la podria gannar. Ca entiende se que la conpraria o la aueria maliciosamente pues que assi fuese aperçebido Mas si por auentura quando el conprase la cosa o la ouiese por alguna derecha razon cuydase que era de aquel que la enagenaua & no fuese aperçebido que era de otri assi como sobredicho es. estonçe entender sia que auria buena fe. en tenerla fasta que se prouase el contrario.
3	29	11	Ley onze. como el que conpra los bienes del huerfano o del loco o del personero de alguno corronpiendolo maliciosamente no los puede gannar por tienpo.	¶ Onbre que conprase cosa mueble de huerfano o de loco o desmemoriado a quien fuese dada guardador sobre sus bienes por que era del gastador o el que lo ouiese de alguno dellos por razon de donadio o de canbio en otra manera semeiante entiendese que auia mala fe en tener lo & por ende no lo podria gannar por tienpo de los otros. Otrosi dezimos que el que conprase alguna cosa del personero de algun onbre corronpiendole maliciosamente por alguna cosa que le diese o le prometiese a dar por que le vendiese aquella cosa por menos precio de lo que valia si el sennor de la cosa esto pudiere prouar maguer el otro fuese tenedor de la cosa por tres annos non la podria gannar por tienpo. Ca entiende se de llano que auia mala fe en tenerla. pues que maliciosamente corronpio al personero.
3	29	12	Ley doze. como deue auer buena fe el que conpra la cosa o la reçibe en canbio.	¶ Dan o canbian onbres ya algunas cosas que non son suyas & aquellos a quien passan por algunas destas razones han buena fe en tomandolas cuydando que aquellos de quien las reçiben han derecho de las enagenar. E por ende dezimos que si aquella sazon que ganaron posesion de las otras cosas ouieron buena fe en aver las assi como sobredicho es maguer ante que lo apoderasen o despues la ouiese mala. cuydando que aquellos de quien la ouieron non eran verdaderos sennores non les enpeçe a ellos nin a sus herederos. Ca si fasta tres annos fueren tenedores de aquello que assi touieron gannar lo han por tienpo. Mas el que quisiese gannar por este tienpo la cosa que ouiese conprada conuiene en todas guisas que aya buena fe en estas sazones quando la conprare. & que dure en ella fasta que sea apoderado en la cosa. Pero si aquel que fuese apoderado de la cosa agena por donadio o por vendida o por conpra ouiese mala fe en ella ante que la ganase por tienpo assi como dicho es si despues la vendiese o la enagenase a otro que sopiese que era agena. este atal non la podria despues gannar por tienpo. porque ouo mala fe a la sazon que passo a ella.
3	29	13	Ley treze. si el sieruo que tiene pegujar o el fizo que esta en poder del padre conpra alguna cosa.	¶ Pegujar o tienda de algun menester teniendo el sieruo de su sennor si de aquel pegujar que touiese assi conprase alguna cosa de onbre que no fuese verdadero sennor desi. & el ouiese buena fe en conprandola cuydando que es suya de aquel que gela vende puede la gannar por tienpo el sennor maguer sopiese que aquel de quien la ouiera el sieruo no auia derecho de la vender. fueras ende si el sennor estuuiese delante quando la conprase el sieruo & non la contradixiese podiendo lo fazer. Ca estonçe non lo podria gannar por tienpo. Otrosi dezimos que si el sennor mandase al sieruo conprar alguna cosa en razon de pegujar & non le diziendo sennaladamente qual fuesse la cosa. Mas diziendo le conpra me vn cauallo o vna bestia o otra cosa qual quier non le nonbrando aquel cuyo fuese si el sieruo sopiese que la cosa que conpra non era de aquel que gela vendiese en tal caso como este gannarla y a el sennor por tienpo maguer lo sopiese despues que aquel que gela vendio non auia derecho de la fazer. Esso mismo deue ser guardado quando alguno manda a algun personero conprar alguna cosa non nonbrando sennaladamente de quien. Pero si aquel a quien la manda conprar non fuesse personero mas mensagero sinple. estonçe la buena o la mala fe deste atal ternia pro o danno a aquel por cuyo mandado la conprase. Mas si el sennor mandase al sieruo o a otro qual quier que le conprase alguna cosa diziendo sennaladamente qual. si el sopiese que aquel de quien la mandaua conprar non auia derecho de la vender non la puede gannar por tienpo maguer aquel que la conprase por su mandado ouiese buena fe en conprandola. Elo que diximos en esta ley del sieruo ha lugar avn en el fijo a quien el padre ouiese dado algun pegujar por fazer alguna mercaduria.
